sampleRateHz,attenuationDb,M,tapCount,feasible,worstStopbandDb,rPeakPercent,settlingSampleSpan,settlingMs,taps
192000,0.36,13,27,1,-94.9979,0.488281,26,0.135417,"-0.000596182;0.000660179;0.0023804;0.00250849;-0.00250849;-0.00250849;-0.00250849;-0.00250849;-0.00250849;-0.00250849;-0.00250849;-0.00250849;0.258245;0.513739;0.258245;-0.00250849;-0.00250849;-0.00250849;-0.00250849;-0.00250849;-0.00250849;-0.00250849;-0.00250849;0.00250849;0.0023804;0.000660179;-0.000596182"
192000,0.37,13,27,1,-94.9981,0.488281,24,0.125,"-0.000110344;0.000835974;0.00191911;0.00250673;-0.00250673;-0.00250673;-0.00250673;-0.00250673;-0.00250673;-0.00250673;-0.00250673;-0.00250673;0.258214;0.513377;0.258214;-0.00250673;-0.00250673;-0.00250673;-0.00250673;-0.00250673;-0.00250673;-0.00250673;-0.00250673;0.00250673;0.00191911;0.000835974;-0.000110344"
192000,0.38,10,21,1,-94.9985,0.585938,20,0.104167,"0.00297801;0.00292559;0.0018285;-0.00297801;-0.00297801;-0.00297801;-0.00297801;-0.00297801;-0.00297801;0.256013;0.508246;0.256013;-0.00297801;-0.00297801;-0.00297801;-0.00297801;-0.00297801;-0.00297801;0.0018285;0.00292559;0.00297801"
192000,0.39,10,21,1,-94.997,0.488281,20,0.104167,"0.00250511;-0.000564036;-0.00150859;-0.00250511;-0.00250511;-0.00250511;-0.00250511;-0.00250511;-0.00250511;0.258075;0.513047;0.258075;-0.00250511;-0.00250511;-0.00250511;-0.00250511;-0.00250511;-0.00250511;-0.00150859;-0.000564036;0.00250511"
192000,0.41,10,21,1,-94.9971,0.488281,20,0.104167,"0.0024949;0.000245773;-0.000483274;-0.0024949;-0.0024949;-0.0024949;-0.0024949;-0.0024949;-0.0024949;0.257234;0.510955;0.257234;-0.0024949;-0.0024949;-0.0024949;-0.0024949;-0.0024949;-0.0024949;-0.000483274;0.000245773;0.0024949"
192000,0.42,10,21,1,-95,0.488281,20,0.104167,"0.00248988;0.000743068;1.13438e-05;-0.00248988;-0.00248988;-0.00248988;-0.00248988;-0.00248988;-0.00248988;0.256731;0.509928;0.256731;-0.00248988;-0.00248988;-0.00248988;-0.00248988;-0.00248988;-0.00248988;1.13438e-05;0.000743068;0.00248988"
192000,0.43,15,31,1,-94.9963,50,30,0.15625,"0.0987545;-0.0551773;-0.152264;0.152264;-0.0899777;0.0353876;0.152264;-0.152264;0.135941;-0.152264;-0.152264;0.11753;0.105278;0.152264;0.152264;0.304528;0.152264;0.152264;0.105278;0.11753;-0.152264;-0.152264;0.135941;-0.152264;0.152264;0.0353876;-0.0899777;0.152264;-0.152264;-0.0551773;0.0987545"
192000,0.44,15,31,1,-94.9951,23.1659,28,0.145833,"6.81374e-05;-0.000935179;0.000935179;-0.000935179;0.000935179;0.000935179;0.000935179;-0.000935179;0.000935179;-0.000687532;0.000935179;-0.000935179;-0.0739475;0.0938847;0.319208;0.319208;0.319208;0.0938847;-0.0739475;-0.000935179;0.000935179;-0.000687532;0.000935179;-0.000935179;0.000935179;0.000935179;0.000935179;-0.000935179;0.000935179;-0.000935179;6.81374e-05"
192000,0.46,15,31,1,-94.9993,0.390625,30,0.15625,"-0.00104522;-0.00198252;0.00198252;0.00198252;-0.00198252;0.00198252;0.000614379;0.00019777;-0.00198252;-0.00198252;-0.00198252;-0.00198252;-0.00198252;-0.00198252;0.256383;0.507526;0.256383;-0.00198252;-0.00198252;-0.00198252;-0.00198252;-0.00198252;-0.00198252;0.00019777;0.000614379;0.00198252;-0.00198252;0.00198252;0.00198252;-0.00198252;-0.00104522"
192000,0.47,15,31,1,-94.998,5.87489,6,0.03125,"0.000452239;-0.00045224;0.00045224;0.000452239;-0.000452239;0.000452239;-0.000366293;-0.000452239;-0.000452239;0.000452239;-0.000452239;-0.000452239;-0.0272062;0.0184492;0.278029;0.463093;0.278029;0.0184492;-0.0272062;-0.000452239;-0.000452239;0.000452239;-0.000452239;-0.000452239;-0.000366293;0.000452239;-0.000452239;0.000452239;0.00045224;-0.00045224;0.000452239"
192000,0.48,11,23,1,-94.9982,0.390625,22,0.114583,"0.000984408;0.00198795;-0.00198795;-0.000477747;-0.00198795;-0.00198795;-0.00198795;-0.00198795;-0.00198795;-0.00198795;0.256963;0.508916;0.256963;-0.00198795;-0.00198795;-0.00198795;-0.00198795;-0.00198795;-0.00198795;-0.000477747;-0.00198795;0.00198795;0.000984408"
192000,0.49,11,23,1,-94.9984,0.390625,22,0.114583,"0.00131275;0.00198305;-0.00198305;0.000140693;-0.00198305;-0.00198305;-0.00198305;-0.00198305;-0.00198305;-0.00198305;0.256615;0.50766;0.256615;-0.00198305;-0.00198305;-0.00198305;-0.00198305;-0.00198305;-0.00198305;0.000140693;-0.00198305;0.00198305;0.00131275"
192000,0.51,11,23,1,-94.9995,0.390625,22,0.114583,"0.00197339;0.00194467;-0.00197339;0.00137659;-0.00197339;-0.00197339;-0.00197339;-0.00197339;-0.00197339;-0.00197339;0.255925;0.505189;0.255925;-0.00197339;-0.00197339;-0.00197339;-0.00197339;-0.00197339;-0.00197339;0.00137659;-0.00197339;0.00194467;0.00197339"
192000,0.52,11,23,1,-94.9987,0.390625,22,0.114583,"0.00197207;0.00150133;-0.00197207;0.00197207;-0.00197207;-0.00195889;-0.00197207;-0.00197207;-0.00197207;-0.00197207;0.255921;0.50485;0.255921;-0.00197207;-0.00197207;-0.00197207;-0.00197207;-0.00195889;-0.00197207;0.00197207;-0.00197207;0.00150133;0.00197207"
384000,0.03,19,39,0,0,1e+300,0,0,"0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
384000,0.04,19,39,1,-94.9999,0.195313,38,0.0989583,"0.0009843;0.0009843;0.000494021;-0.0009843;-0.0009843;-0.000799366;-0.0009843;0.0009843;-0.0009843;0.0009843;-0.0009843;-0.000201465;-0.0009843;-0.0009843;-0.0009843;-0.0009843;-0.0009843;-0.0009843;0.255416;0.503961;0.255416;-0.0009843;-0.0009843;-0.0009843;-0.0009843;-0.0009843;-0.0009843;-0.000201465;-0.0009843;0.0009843;-0.0009843;0.0009843;-0.0009843;-0.000799366;-0.0009843;-0.0009843;0.000494021;0.0009843;0.0009843"
384000,0.06,19,39,0,0,1e+300,0,0,"0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
384000,0.07,19,39,1,-94.9999,0.0976563,2,0.00520833,"0.00049229;-7.87812e-05;-0.00028385;0.00049229;-0.00049229;0.00049229;-0.00049229;-0.00049229;-0.00049229;-0.00049229;-0.00049229;-0.00049229;-0.00049229;-0.00049229;-0.00049229;-0.00049229;-0.00049229;-0.00049229;0.253233;0.504105;0.253233;-0.00049229;-0.00049229;-0.00049229;-0.00049229;-0.00049229;-0.00049229;-0.00049229;-0.00049229;-0.00049229;-0.00049229;-0.00049229;-0.00049229;0.00049229;-0.00049229;0.00049229;-0.00028385;-7.87812e-05;0.00049229"
384000,0.08,9,19,1,-94.9988,0.292969,18,0.046875,"-0.00148002;0.00148002;-0.00148002;-0.00110501;-0.00148002;-0.00148002;-0.00148002;-0.00148002;0.255916;0.505179;0.255916;-0.00148002;-0.00148002;-0.00148002;-0.00148002;-0.00110501;-0.00148002;0.00148002;-0.00148002"
384000,0.09,9,19,1,-94.9972,0.292969,18,0.046875,"-0.00147736;0.00147736;-0.00147736;-0.000654218;-0.00147736;-0.00147736;-0.00147736;-0.00147736;0.255905;0.504272;0.255905;-0.00147736;-0.00147736;-0.00147736;-0.00147736;-0.000654218;-0.00147736;0.00147736;-0.00147736"
384000,0.11,9,19,1,-94.9965,0.292969,18,0.046875,"-0.00128877;0.00147367;-0.00147367;-2.74262e-05;-0.00147367;-0.00147367;-0.00147367;-0.00147367;0.255705;0.503011;0.255705;-0.00147367;-0.00147367;-0.00147367;-0.00147367;-2.74262e-05;-0.00147367;0.00147367;-0.00128877"
384000,0.12,9,19,1,-94.9965,0.292969,18,0.046875,"-0.00116791;0.00147206;-0.00147206;0.000245583;-0.00147206;-0.00147206;-0.00147206;-0.00147206;0.25558;0.502462;0.25558;-0.00147206;-0.00147206;-0.00147206;-0.00147206;0.000245583;-0.00147206;0.00147206;-0.00116791"
384000,0.13,9,19,1,-94.9965,0.292969,18,0.046875,"-0.00104719;0.00147045;-0.00147045;0.000518278;-0.00147045;-0.00147045;-0.00147045;-0.00147045;0.255454;0.501913;0.255454;-0.00147045;-0.00147045;-0.00147045;-0.00147045;0.000518278;-0.00147045;0.00147045;-0.00104719"
384000,0.14,9,19,1,-94.9965,0.292969,18,0.046875,"-0.000926606;0.00146884;-0.00146884;0.000790659;-0.00146884;-0.00146884;-0.00146884;-0.00146884;0.255329;0.501365;0.255329;-0.00146884;-0.00146884;-0.00146884;-0.00146884;0.000790659;-0.00146884;0.00146884;-0.000926606"
384000,0.16,9,19,1,-95,0.195313,18,0.046875,"-0.000975884;0.000975884;-0.000975884;0.000975884;-0.000975884;-0.000801588;-0.000975884;-0.000975884;0.253903;0.499653;0.253903;-0.000975884;-0.000975884;-0.000801588;-0.000975884;0.000975884;-0.000975884;0.000975884;-0.000975884"
384000,0.17,9,19,1,-95,0.195313,18,0.046875,"-0.000972539;0.000972539;-0.000972539;0.000972539;-0.000972539;6.151e-05;-0.000972539;-0.000972539;0.253886;0.49794;0.253886;-0.000972539;-0.000972539;6.151e-05;-0.000972539;0.000972539;-0.000972539;0.000972539;-0.000972539"
384000,0.18,13,27,1,-94.9999,0.0976563,2,0.00520833,"7.84494e-05;0.000487972;-0.000487972;0.000487972;-0.000487972;0.000487972;-0.000487972;-0.000324947;-0.000487972;-0.000487972;-0.000487972;-0.000487972;0.252357;0.499683;0.252357;-0.000487972;-0.000487972;-0.000487972;-0.000487972;-0.000324947;-0.000487972;0.000487972;-0.000487972;0.000487972;-0.000487972;0.000487972;7.84494e-05"
384000,0.19,13,27,1,-94.9985,0.0976563,2,0.00520833,"0.000309508;0.000487672;-0.000487672;0.000487672;-0.000487672;0.000487672;-0.000487672;-0.000180132;-0.000487672;-0.000487672;-0.000487672;-0.000487672;0.252133;0.499376;0.252133;-0.000487672;-0.000487672;-0.000487672;-0.000487672;-0.000180132;-0.000487672;0.000487672;-0.000487672;0.000487672;-0.000487672;0.000487672;0.000309508"
384000,0.21,13,27,1,-94.9985,0.0976563,2,0.00520833,"0.000456641;0.00048622;-0.00048622;0.00048622;-0.00048622;0.00048622;-0.00048622;0.00048622;-0.00048622;-0.000407942;-0.00048622;-0.00048622;0.251979;0.49789;0.251979;-0.00048622;-0.00048622;-0.000407942;-0.00048622;0.00048622;-0.00048622;0.00048622;-0.00048622;0.00048622;-0.00048622;0.00048622;0.000456641"
384000,0.22,13,27,0,0,1e+300,0,0,"0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
384000,0.23,10,21,1,-95,0.195313,20,0.0520833,"-0.000872776;-0.00087606;0.00087606;-0.00087606;0.00087606;-0.00087606;0.00087606;-0.00087606;0.0239777;0.2535;0.448543;0.2535;0.0239777;-0.00087606;0.00087606;-0.00087606;0.00087606;-0.00087606;0.00087606;-0.00087606;-0.000872776"
384000,0.24,10,21,1,-95,1.17188,20,0.0520833,"-0.00303736;-8.06202e-05;-0.00303736;-0.00303736;0.000912134;-0.00303736;-0.00303736;-0.00303736;0.12861;0.259188;0.259188;0.259188;0.12861;-0.00303736;-0.00303736;-0.00303736;0.000912134;-0.00303736;-0.00303736;-8.06202e-05;-0.00303736"
384000,0.26,10,21,0,-36.175,100,20,0.0520833,"0.000884276;0.0102777;-0.00062951;-0.00062951;-0.00062951;-0.000757639;-0.00062951;0.0691258;0.256148;0.168242;-0.00280445;0.168242;0.256148;0.0691258;-0.00062951;-0.000757639;-0.00062951;-0.00062951;-0.00062951;0.0102777;0.000884276"
384000,0.27,10,21,1,-94.9986,89.9414,20,0.0520833,"0.0595109;0.0155631;-0.120936;-0.120936;-0.0247225;0.134461;0.134461;0.134461;0.134461;0.0864468;0.134461;0.0864468;0.134461;0.134461;0.134461;0.134461;-0.0247225;-0.120936;-0.120936;0.0155631;0.0595109"
384000,0.28,9,19,1,-94.9967,0.0976563,4,0.0104167,"-0.00032942;0.000434014;-0.000434014;0.000434014;-0.000434014;0.000434014;-0.000434014;0.0264784;0.251636;0.44443;0.251636;0.0264784;-0.000434014;0.000434014;-0.000434014;0.000434014;-0.000434014;0.000434014;-0.00032942"
384000,0.29,9,19,1,-94.9967,0.0976563,4,0.0104167,"-0.00023218;0.000429871;-0.000429871;0.000429871;-0.000429871;0.000429871;-0.000429871;0.028612;0.251526;0.440188;0.251526;0.028612;-0.000429871;0.000429871;-0.000429871;0.000429871;-0.000429871;0.000429871;-0.00023218"
384000,0.31,9,19,1,-94.9967,0.0976563,4,0.0104167,"-3.80354e-05;0.0004216;-0.0004216;0.0004216;-0.0004216;0.0004216;-0.0004216;0.0328717;0.251307;0.431718;0.251307;0.0328717;-0.0004216;0.0004216;-0.0004216;0.0004216;-0.0004216;0.0004216;-3.80354e-05"
384000,0.32,9,19,1,-94.9967,0.0976563,4,0.0104167,"5.88696e-05;0.000417471;-0.000417471;0.000417471;-0.000417471;0.000417471;-0.000417471;0.034998;0.251198;0.42749;0.251198;0.034998;-0.000417471;0.000417471;-0.000417471;0.000417471;-0.000417471;0.000417471;5.88696e-05"
384000,0.33,9,19,1,-94.9967,0.0976563,4,0.0104167,"0.000155663;0.000413347;-0.000413347;0.000413347;-0.000413347;0.000413347;-0.000413347;0.0371217;0.251089;0.423268;0.251089;0.0371217;-0.000413347;0.000413347;-0.000413347;0.000413347;-0.000413347;0.000413347;0.000155663"
384000,0.34,9,19,1,-94.9967,0.0976563,4,0.0104167,"0.000252345;0.000409228;-0.000409228;0.000409228;-0.000409228;0.000409228;-0.000409228;0.039243;0.25098;0.41905;0.25098;0.039243;-0.000409228;0.000409228;-0.000409228;0.000409228;-0.000409228;0.000409228;0.000252345"
384000,0.36,9,19,1,-94.9967,0.0976563,4,0.0104167,"0.000396305;0.000184066;-0.000396305;0.000396305;-0.000396305;0.000396305;-0.000396305;0.0461109;0.250797;0.405816;0.250797;0.0461109;-0.000396305;0.000396305;-0.000396305;0.000396305;-0.000396305;0.000184066;0.000396305"
384000,0.37,9,19,1,-94.9966,0.0976563,4,0.0104167,"0.00038156;-0.000311172;-0.00038156;0.00038156;-0.00038156;0.00038156;-0.00038156;0.0541847;0.250768;0.390718;0.250768;0.0541847;-0.00038156;0.00038156;-0.00038156;0.00038156;-0.00038156;-0.000311172;0.00038156"
384000,0.38,13,27,1,-94.999,0.0976563,2,0.00520833,"0.000482617;0.000482617;-0.000482617;0.000482617;-0.000482617;0.000482617;-0.000482617;0.000482617;-0.000482617;0.000482617;-0.000482617;0.000482617;0.251935;0.4942;0.251935;0.000482617;-0.000482617;0.000482617;-0.000482617;0.000482617;-0.000482617;0.000482617;-0.000482617;0.000482617;-0.000482617;0.000482617;0.000482617"
384000,0.39,13,27,0,0,1e+300,0,0,"0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
384000,0.41,13,27,1,-95.1662,4.68874,6,0.015625,"0.000308645;-0.000308941;0.000308736;-0.000308663;0.000308706;-0.000308667;0.000308701;-0.000308671;0.000308701;-0.000308671;-0.0148209;0.0934999;0.263274;0.316095;0.263274;0.0934999;-0.0148209;-0.000308671;0.000308701;-0.000308671;0.000308701;-0.000308667;0.000308706;-0.000308663;0.000308736;-0.000308941;0.000308645"
384000,0.42,13,27,1,-95.1826,4.43415,6,0.015625,"0.000306018;-0.000306184;0.000306119;-0.000306055;0.000306082;-0.000306054;0.000306073;-0.000306063;0.000306073;-0.000306063;-0.0138972;0.0948275;0.262363;0.313413;0.262363;0.0948275;-0.0138972;-0.000306063;0.000306073;-0.000306063;0.000306073;-0.000306054;0.000306082;-0.000306055;0.000306119;-0.000306184;0.000306018"
384000,0.43,9,19,1,-95,0.0976562,4,0.0104167,"0.000333329;-0.000333329;-0.000333329;-0.000333329;-0.000333329;-0.000333329;-0.000333329;0.08034;0.250662;0.341329;0.250662;0.08034;-0.000333329;-0.000333329;-0.000333329;-0.000333329;-0.000333329;-0.000333329;0.000333329"
384000,0.44,9,19,1,-94.9967,0.0976562,4,0.0104167,"0.000333171;-0.000333171;-0.000333171;-0.000333171;-0.000333171;-0.000333171;-0.000333171;0.0804206;0.250662;0.341167;0.250662;0.0804206;-0.000333171;-0.000333171;-0.000333171;-0.000333171;-0.000333171;-0.000333171;0.000333171"
384000,0.46,9,19,1,-94.9967,0.0976562,4,0.0104167,"0.000333171;-0.000333171;-0.000333171;-0.000333171;-0.000333171;-0.000333171;-0.000333171;0.0804206;0.250662;0.341167;0.250662;0.0804206;-0.000333171;-0.000333171;-0.000333171;-0.000333171;-0.000333171;-0.000333171;0.000333171"
384000,0.47,9,19,1,-94.9967,0.0976562,4,0.0104167,"0.000333171;-0.000333171;-0.000333171;-0.000333171;-0.000333171;-0.000333171;-0.000333171;0.0804206;0.250662;0.341167;0.250662;0.0804206;-0.000333171;-0.000333171;-0.000333171;-0.000333171;-0.000333171;-0.000333171;0.000333171"
384000,0.48,9,19,1,-94.9967,0.0976563,4,0.0104167,"0.000333171;-0.000333171;-0.000333171;-0.000333171;-0.000333171;-0.000333171;-0.000333171;0.0804206;0.250662;0.341167;0.250662;0.0804206;-0.000333171;-0.000333171;-0.000333171;-0.000333171;-0.000333171;-0.000333171;0.000333171"
384000,0.49,9,19,1,-94.9967,0.0976562,4,0.0104167,"0.000333171;-0.000333171;-0.000333171;-0.000333171;-0.000333171;-0.000333171;-0.000333171;0.0804206;0.250662;0.341167;0.250662;0.0804206;-0.000333171;-0.000333171;-0.000333171;-0.000333171;-0.000333171;-0.000333171;0.000333171"
384000,0.51,9,19,1,-94.9967,0.0976562,4,0.0104167,"0.000333171;-0.000333171;-0.000333171;-0.000333171;-0.000333171;-0.000333171;-0.000333171;0.0804206;0.250662;0.341167;0.250662;0.0804206;-0.000333171;-0.000333171;-0.000333171;-0.000333171;-0.000333171;-0.000333171;0.000333171"
384000,0.52,9,19,1,-94.9967,0.0976562,4,0.0104167,"0.000333171;-0.000333171;-0.000333171;-0.000333171;-0.000333171;-0.000333171;-0.000333171;0.0804206;0.250662;0.341167;0.250662;0.0804206;-0.000333171;-0.000333171;-0.000333171;-0.000333171;-0.000333171;-0.000333171;0.000333171"
44100,0.01,29,59,0,0,1e+300,0,0,"0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
44100,0.02,29,59,0,0,1e+300,0,0,"0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
44100,0.03,29,59,1,-94.998,9.90168,56,1.26984,"-0.000746235;0.00103247;-0.000284934;0.000565303;7.28303e-05;-0.000245591;0.000736436;-0.000954747;0.00113462;-0.000657807;-7.34708e-05;0.00141853;-0.0030424;0.00503536;-0.0068909;0.00809345;-0.00845506;0.00718799;-0.00409125;-0.00136821;0.00902435;-0.0188168;0.0305796;-0.0434684;0.0567581;-0.0693564;0.0805271;-0.0892761;0.0947496;0.901625;0.0947496;-0.0892761;0.0805271;-0.0693564;0.0567581;-0.0434684;0.0305796;-0.0188168;0.00902435;-0.00136821;-0.00409125;0.00718799;-0.00845506;0.00809345;-0.0068909;0.00503536;-0.0030424;0.00141853;-7.34708e-05;-0.000657807;0.00113462;-0.000954747;0.000736436;-0.000245591;7.28303e-05;0.000565303;-0.000284934;0.00103247;-0.000746235"
44100,0.04,29,59,0,-94.499,11.4464,50,1.13379,"0.000145625;-0.000173939;0.000664228;-0.00069282;0.00172895;-0.0020641;0.00346852;-0.00364163;0.0036014;-0.00255841;0.000489169;0.00157581;-0.00482452;0.00847388;-0.0120751;0.0154814;-0.016958;0.01656;-0.0140631;0.00814764;0.000794763;-0.0127144;0.0274541;-0.0433193;0.0598722;-0.0766164;0.0908482;-0.101403;0.108854;0.88589;0.108854;-0.101403;0.0908482;-0.0766164;0.0598722;-0.0433193;0.0274541;-0.0127144;0.000794763;0.00814764;-0.0140631;0.01656;-0.016958;0.0154814;-0.0120751;0.00847388;-0.00482452;0.00157581;0.000489169;-0.00255841;0.0036014;-0.00364163;0.00346852;-0.0020641;0.00172895;-0.00069282;0.000664228;-0.000173939;0.000145625"
44100,0.06,29,59,0,-94.676,12.2357,58,1.31519,"-0.00165374;0.00175662;-0.000346455;0.000305064;0.00082972;-0.00212109;0.0036356;-0.00467939;0.00598321;-0.00553049;0.00507487;-0.00242511;-0.000749363;0.00535376;-0.0102431;0.0150846;-0.0185874;0.020479;-0.0190248;0.0145634;-0.00605687;-0.00634173;0.0217361;-0.0401263;0.0587956;-0.0778631;0.0944043;-0.107423;0.116198;0.877944;0.116198;-0.107423;0.0944043;-0.0778631;0.0587956;-0.0401263;0.0217361;-0.00634173;-0.00605687;0.0145634;-0.0190248;0.020479;-0.0185874;0.0150846;-0.0102431;0.00535376;-0.000749363;-0.00242511;0.00507487;-0.00553049;0.00598321;-0.00467939;0.0036356;-0.00212109;0.00082972;0.000305064;-0.000346455;0.00175662;-0.00165374"
44100,0.06,26,53,0,0,1e+300,0,0,"0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
44100,0.07,29,59,1,-94.9998,12.1052,58,1.31519,"-0.002374;0.00132109;-0.00041697;0.000638987;0.000776648;-0.00140441;0.00325783;-0.00425766;0.00568795;-0.00570269;0.00528137;-0.00296586;-0.000103503;0.00470878;-0.00939867;0.0142466;-0.0176581;0.0194405;-0.018095;0.013855;-0.00537583;-0.00665026;0.0219092;-0.039436;0.058313;-0.0766182;0.0933135;-0.10632;0.114879;0.878295;0.114879;-0.10632;0.0933135;-0.0766182;0.058313;-0.039436;0.0219092;-0.00665026;-0.00537583;0.013855;-0.018095;0.0194405;-0.0176581;0.0142466;-0.00939867;0.00470878;-0.000103503;-0.00296586;0.00528137;-0.00570269;0.00568795;-0.00425766;0.00325783;-0.00140441;0.000776648;0.000638987;-0.00041697;0.00132109;-0.002374"
44100,0.07,26,53,0,19.3691,100,52,1.17914,"0.148149;0.149094;0.144383;0.150724;0.14255;-4.08432;0.142328;0.150291;0.146237;0.144388;0.154169;0.135189;0.163181;0.127574;0.167756;0.128145;0.160934;0.141975;0.139403;0.170096;0.105989;0.207106;0.0685528;0.241788;0.0392103;0.263106;1.70401;0.263106;0.0392103;0.241788;0.0685528;0.207106;0.105989;0.170096;0.139403;0.141975;0.160934;0.128145;0.167756;0.127574;0.163181;0.135189;0.154169;0.144388;0.146237;0.150291;0.142328;-4.08432;0.14255;0.150724;0.144383;0.149094;0.148149"
44100,0.08,29,59,0,-94.4214,11.2466,58,1.31519,"0.00174956;-0.0015373;0.000266323;-0.00095975;0.0021563;-0.0017321;0.00304221;-0.00243367;0.00236419;-0.00114727;-0.000572048;0.00315651;-0.00595435;0.00961903;-0.0122697;0.0151548;-0.0159436;0.0154173;-0.0122143;0.00598674;0.00252957;-0.0148047;0.0281063;-0.0445339;0.0601168;-0.0758544;0.0894487;-0.0997351;0.107179;0.886799;0.107179;-0.0997351;0.0894487;-0.0758544;0.0601168;-0.0445339;0.0281063;-0.0148047;0.00252957;0.00598674;-0.0122143;0.0154173;-0.0159436;0.0151548;-0.0122697;0.00961903;-0.00595435;0.00315651;-0.000572048;-0.00114727;0.00236419;-0.00243367;0.00304221;-0.0017321;0.0021563;-0.00095975;0.000266323;-0.0015373;0.00174956"
44100,0.08,26,53,0,-79.0855,12.5812,52,1.17914,"0.000927646;0.00124736;-0.00320568;0.00418787;-0.00438134;0.00585044;-0.00515368;0.00375279;-0.00157364;-0.00237571;0.00706829;-0.0118655;0.0169172;-0.0203991;0.0222014;-0.0205423;0.0162249;-0.00638071;-0.0055066;0.0221826;-0.0407282;0.0595695;-0.0798999;0.0960841;-0.109974;0.118717;0.874111;0.118717;-0.109974;0.0960841;-0.0798999;0.0595695;-0.0407282;0.0221826;-0.0055066;-0.00638071;0.0162249;-0.0205423;0.0222014;-0.0203991;0.0169172;-0.0118655;0.00706829;-0.00237571;-0.00157364;0.00375279;-0.00515368;0.00585044;-0.00438134;0.00418787;-0.00320568;0.00124736;0.000927646"
44100,0.09,29,59,1,-94.9975,13.5207,58,1.31519,"-0.00143561;0.00119155;-0.00138033;0.00137237;0.00176597;-0.00363935;0.00443334;-0.00623705;0.00806283;-0.00876145;0.00742138;-0.00416269;0.00107355;0.0057491;-0.011124;0.0186069;-0.0236102;0.0271173;-0.0268894;0.0229001;-0.0141212;0.00035957;0.0168494;-0.038058;0.059911;-0.0817309;0.10179;-0.116858;0.127258;0.864292;0.127258;-0.116858;0.10179;-0.0817309;0.059911;-0.038058;0.0168494;0.00035957;-0.0141212;0.0229001;-0.0268894;0.0271173;-0.0236102;0.0186069;-0.011124;0.0057491;0.00107355;-0.00416269;0.00742138;-0.00876145;0.00806283;-0.00623705;0.00443334;-0.00363935;0.00176597;0.00137237;-0.00138033;0.00119155;-0.00143561"
44100,0.09,26,53,0,-87.3551,12.6132,48,1.08844,"0.000469688;0.000741879;-0.00334293;0.0042215;-0.00439916;0.00488498;-0.00567843;0.00376433;-0.00150382;-0.0018085;0.00696943;-0.0120813;0.0167817;-0.0205749;0.0224237;-0.0202856;0.0160806;-0.00654135;-0.00588113;0.0220836;-0.039889;0.0605799;-0.0782505;0.0968485;-0.110053;0.118178;0.872524;0.118178;-0.110053;0.0968485;-0.0782505;0.0605799;-0.039889;0.0220836;-0.00588113;-0.00654135;0.0160806;-0.0202856;0.0224237;-0.0205749;0.0167817;-0.0120813;0.00696943;-0.0018085;-0.00150382;0.00376433;-0.00567843;0.00488498;-0.00439916;0.0042215;-0.00334293;0.000741879;0.000469688"
44100,0.11,26,53,1,-94.9969,11.8653,50,1.13379,"-0.000777571;0.00440672;-0.00254683;0.00264166;-0.00404484;0.00316453;-0.00342066;0.00132909;0.000649786;-0.0043589;0.00817631;-0.0125265;0.0162773;-0.0185996;0.0191756;-0.0165067;0.0111933;-0.00175536;-0.0101866;0.0257502;-0.0423374;0.0607458;-0.0774815;0.0930131;-0.104331;0.1127;0.879301;0.1127;-0.104331;0.0930131;-0.0774815;0.0607458;-0.0423374;0.0257502;-0.0101866;-0.00175536;0.0111933;-0.0165067;0.0191756;-0.0185996;0.0162773;-0.0125265;0.00817631;-0.0043589;0.000649786;0.00132909;-0.00342066;0.00316453;-0.00404484;0.00264166;-0.00254683;0.00440672;-0.000777571"
